abstract_id,session_title,abstract_title
719434,Poster Session A: Prostate Cancer,A phase 1b/2 study of FOR46 in combination with enzalutamide (enza) in patients with metastatic castration resistant prostate cancer (mCRPC).
719435,Poster Session A: Prostate Cancer,"Evaluation of PSA decline patterns in the Chinese subgroup of LIBERTAS, a phase 3 study of apalutamide plus continuous versus intermittent androgen deprivation therapy in metastatic castration-sensitive prostate cancer."
719436,Poster Session A: Prostate Cancer,Trial design and objectives for prostate cancer: Recommendations from the Prostate Cancer Clinical Trials Working Group 4 (PCWG4).
719437,Poster Session A: Prostate Cancer,"PERSIAN trial (NCT03449719): Predictive features of complete biochemical response within a randomized phase II trial testing apalutamide and stereotactic body radiation therapy for low-burden, metastatic, hormone-sensitive prostate cancer."
719438,Poster Session A: Prostate Cancer,Safety data from UPLIFT: Phase I/II study of CDK4/6 inhibition with abemaciclib to upregulate PSMA expression prior to 177Lu-PSMA-617 treatment in patients with metastatic castrate resistant prostate cancer (mCRPC).
719439,Poster Session A: Prostate Cancer,Clinical implications of prostate specific antigen (PSA) flare and response dynamics in TALAPRO-2: A post-hoc analysis.
719440,Poster Session A: Prostate Cancer,Efficacy and safety of darolutamide monotherapy in patients with castration-sensitive prostate cancer (CSPC) after biochemical recurrence (BCR): 52-week results from ARAMON.
719441,Poster Session A: Prostate Cancer,Immunotherapy in intermediate-risk biochemically recurrent prostate cancer (BCR): The National Cancer Institute experience.
719442,Poster Session A: Prostate Cancer,"Phase 1 safety, efficacy, pharmacokinetics (PK) and pharmacodynamics (PD) of pasritamig in Asian population with metastatic castration-resistant prostate cancer (mCRPC)."
719443,Poster Session A: Prostate Cancer,Pharmacokinetics and dosimetry of lutetium Lu 177 zadavotide guraxetan in patients with metastatic castration-resistant prostate cancer (mCRPC): Results from the ECLIPSE sub-study.
719444,Poster Session A: Prostate Cancer,A phase 1b/2 study to evaluate the safety and efficacy of igermetostat (XNW5004) in combination with enzalutamide in patients with metastatic castration-resistant prostate cancer.
719445,Poster Session A: Prostate Cancer,Skeletal muscle index as a prognostic and predictive biomarker in de novo hormone sensitive prostate cancer: An exploratory analysis of the STAMPEDE trials.
719446,Poster Session A: Prostate Cancer,"ProTACT: A first-in-human, phase 1 study evaluating the safety, tolerability, and anti-tumor activity of [225Ac]Ac-FL-020, an anti-PSMA radioconjugate in patients with mCRPC."
719447,Poster Session A: Prostate Cancer,Clinical validity of FoundationOne CDx assay to identify HRR-positive or BRCA-positive mCSPC patients in the phase 3 AMPLITUDE study.
719448,Poster Session A: Prostate Cancer,DB-1311/BNT324 (a novel B7H3 ADC) in patients with heavily pretreated mCRPC from a phase 1/2 study: Analyses according to prior treatment with lutetium 177 (177Lu)-PSMA-617.
719449,Poster Session A: Prostate Cancer,Safety and efficacy of pasritamig (PAS) + docetaxel (DOCE) in participants with metastatic castration-resistant prostate cancer (mcrPc): Initial results of a phase 1b study.
719450,Poster Session A: Prostate Cancer,Darolutamide plus androgen deprivation therapy (ADT) in metastatic hormone-sensitive prostate cancer (mHSPC): ARASEC â€“ US prospective open-label phase 2 study with an external control arm.
719451,Poster Session A: Prostate Cancer,Updated efficacy results from the phase 1 study of gotistobart (BNT316/ONC-392) in combination with lutetium Lu 177 vipivotide tetraxetan (Lu 177) in patients with metastatic castration-resistant prostate cancer (mCRPC).
719452,Poster Session A: Prostate Cancer,Real-world (RW) outcomes associated with enzalutamide (enza) vs apalutamide (apa) in metastatic castrationâ€‘sensitive prostate cancer (mCSPC): Analysis of United States (US) oncology electronic health record (EHR) data.
719453,Poster Session A: Prostate Cancer,Efficacy and safety of darolutamide and ADT in patient subgroups by baseline comorbidities and concomitant medications: ARANOTE post hoc analyses.
719454,Poster Session A: Prostate Cancer,Saruparib + androgen receptor pathway inhibitor (ARPI) + androgen deprivation therapy (ADT) in patients (pts) with metastatic hormone-sensitive prostate cancer (mHSPC): The phase 1/2 PETRANHA trial.
719455,Poster Session A: Prostate Cancer,The efficacy and safety of 177Lu-PSMA-617 in Chinese patients with post-taxane metastatic castration-resistant prostate cancer: From a multicenter phase II study.
719456,Poster Session A: Prostate Cancer,Comparison of docetaxel triplet therapy with androgen receptor pathway inhibitor (ARPI) doublet in US veterans with metastatic hormone sensitive prostate cancer (mHSPC).
719457,Poster Session A: Prostate Cancer,Efficacy and safety of the DLL3 T-cell engager gocatamig in participants (pts) with neuroendocrine prostate cancer (NEPC) and other neuroendocrine neoplasms (NEN).
719458,Poster Session A: Prostate Cancer,Metastatic lesion location and avidity on baseline PSMA PET/CT as predictor of duration of Lu177 treatment in men with metastatic castrate resistant prostate cancer.
719459,Poster Session A: Prostate Cancer,"A multicohort phase 2 trial of androgen deprivation therapy (ADT), docetaxel (DOCE), and nivolumab (NIVO) in patients (pts) with newly diagnosed metastatic hormone sensitive prostate cancer (mHSPC) enriched for inflamed tumors and DNA damage repair (DDR) alterations."
719460,Poster Session A: Prostate Cancer,Feasibility and outcomes of response-adapted and retreatment 177Lu-PSMA-617 therapy in patients with metastatic castration-resistant prostate cancer (mCRPC).
719461,Poster Session A: Prostate Cancer,Are long-term remissions possible with hormonal therapy only? Post hoc analysis of EMBARK examining sustained prostate-specific antigen (PSA) &lt;0.2 ng/mL despite testosterone (T) recovery after treatment (tx) suspension.
719462,Poster Session A: Prostate Cancer,A phase 2 study of cabozantinib and nivolumab in metastatic castration resistant prostate cancer (CANOPY): Interim analysis.
719463,Poster Session A: Prostate Cancer,Impact of baseline hot flashes on sleep metrics during initial treatment in LIBERTAS clinical trial.
719464,Poster Session A: Prostate Cancer,Estimated net benefit of talazoparib (TALA) + enzalutamide (ENZA) for patients (Pts) with mCRPC using a Q-TWiST analysis.
719465,Poster Session A: Prostate Cancer,Long-term clinical outcomes and genomic predictors of PSMA-PET/CT-guided cytoreductive progression-directed therapy in patients with oligoprogressive castration-resistant prostate cancer.
719466,Poster Session A: Prostate Cancer,Novel androgen receptor inhibitors for the treatment of metastatic castration-sensitive prostate cancer: A cost-effectiveness analysis.
719467,Poster Session A: Prostate Cancer,"Results of a prospective, single-center phase-II study on modern androgen deprivation therapy followed by cytoreductive radical prostatectomy in men with de novo metastatic hormone-sensitive prostate cancer (mHSPC)."
719468,Poster Session A: Prostate Cancer,Redefining multimodal treatment in high-volume metastatic hormone-sensitive prostate cancer: Prospective evidence for robot-assisted cytoreductive prostatectomy following triplet systemic therapy.
719469,Poster Session A: Prostate Cancer,Efficacy and safety of mevrometostat (M) in combination with enzalutamide (E) in patients (pts) with metastatic castration-resistant prostate cancer (mCRPC): Data from a phase 1 study.
719470,Poster Session A: Prostate Cancer,Efficacy of rezvilutamide in preventing the flare phenomenon induced by GnRH agonists in newly diagnosed metastatic hormone-sensitive prostate cancer: An exploratory multicenter randomized controlled trial.
719471,Poster Session A: Prostate Cancer,Influence of body composition on the efficacy of chemotherapy in men with metastatic aggressive variant prostate cancer (AVPC).
719472,Poster Session A: Prostate Cancer,Radium 223 without androgen deprivation therapy (ADT) in patients (Pts) with biochemically recurrent prostate cancer (BCR) and PET findings in the bones.
719473,Poster Session A: Prostate Cancer,"Direct comparative and network meta analysis of PARP inhibitor and androgen receptor targeted therapies in first line mCRPC: Defining the optimal regimen among 8,997 patients."
719474,Poster Session A: Prostate Cancer,Overall survival in men with metastatic castration-resistant prostate cancer treated with olaparib or lutetium-177-PSMA-617 following prior systemic therapy.
719475,Poster Session A: Prostate Cancer,Switch androgen receptor pathway inhibitor strategies in metastatic castration-resistant prostate cancer: A meta-analysis of randomized trials.
719476,Poster Session A: Prostate Cancer,Metformin effects on renal function in mCRPC during PSMA radiopharmaceutical therapy (RPT): A retrospective analysis.
719477,Poster Session A: Prostate Cancer,Shifting 177Lu-PSMA-617 upstream in mCRPC: A meta-analysis of randomized trials stratified by taxane exposure.
719478,Poster Session A: Prostate Cancer,Carboplatin in patients with metastatic castration-resistant prostate cancer harboring somatic or germline homologous recombination repair gene mutations: Phase II single-arm trial (the CIPHER trial).
719479,Poster Session A: Prostate Cancer,Development and validation of computational histology artificial intelligence (CHAI)â€“powered prognostic and predictive biomarkers in metastatic hormone-sensitive prostate cancer (mHSPC) using ENZAMET and CHAARTED prospective randomized phase 3 trials (RCT).
719480,Poster Session A: Prostate Cancer,Efficacy and safety of Lu-177-DGUL in a phase 2 study of patients with metastatic castration-resistant prostate cancer (mCRPC).
719481,Poster Session A: Prostate Cancer,Effect of enzalutamide and bipolar androgen therapy on clonal hematopoiesis and clinical outcomes among men with metastatic castration resistant prostate cancer.
719482,Poster Session A: Prostate Cancer,Clinical and demographic disparities in prostate cancer patients undergoing radical prostatectomy: A 20-year retrospective cohort study from the United States.
719483,Poster Session A: Prostate Cancer,Evaluation of toxicity profiles of next-generation androgen receptor pathway inhibitors in the geriatric population: Analysis of the FAERS (FDA Adverse Event Reporting System) database.
